lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,purchaser_type,preapproval,loan_amount,combined_loan_to_value_ratio,loan_term,intro_rate_period,other_nonamortizing_features,property_value,total_units,income,debt_to_income_ratio,applicant_credit_score_type,applicant_age,applicant_age_above_62,initially_payable_to_institution,aus_1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,derived_race_ethnicity_combination,gender,modified_debt_to_income_ratio,loan_approved
549300SHE1JTCOWBP090,34820,NC,37019,37019020404,C,0,2,125000,101.5748,360,60,2,125000,1,58,20%-<30%,3,55-64,No,1,6,3170,21.29,61700,55,938,2369,26,Non-Hispanic White,Female,25,TRUE
5493004P4H8ZQPCUJ047,47664,MI,26125,26125133003,C,0,2,415000,94.95,360,0,2,435000,1,117,49,2,45-54,No,1,2,2996,17.79,83200,117,983,1088,22,Non-Hispanic White,Male,49,TRUE
6BYL5QZYBDK8S7L73M02,18140,OH,39049,39049008340,C,0,2,55000,95,360,0,2,55000,1,33,20%-<30%,1,55-64,No,1,2,6126,28.5,76000,63,1158,1852,35,Non-Hispanic White,Female,25,FALSE
549300XTSMAC5DOX6447,15764,MA,25009,25009217201,C,0,2,345000,87.374,360,0,2,395000,1,96,41,2,25-34,No,1,1,4229,8.44,110300,97,1126,1253,58,Non-Hispanic White,Female,41,TRUE
5493005XCKCOIX4JMI33,35614,NJ,34025,34025802300,C,71,2,285000,80,360,0,2,365000,1,153,20%-<30%,3,25-34,No,1,1,4633,16.92,78000,132,1322,1500,53,Non-Hispanic White,Male,25,TRUE
54930034MNPILHP25H80,38060,AZ,4013,4013422509,C,1,2,255000,80,360,0,2,325000,1,145,20%-<30%,9,55-64,No,1,1,5306,29.87,69100,140,1397,1865,23,Non-Hispanic White,Male,25,TRUE
549300XOTES5TCS8T794,41180,IL,17119,17119403121,C,3,2,215000,90,360,0,2,235000,1,147,20%-<30%,1,35-44,No,1,2,8957,11.8,76600,144,2697,3383,26,Non-Hispanic White,Male,25,TRUE
SS1TRMSN6BRNMOREEV51,42100,CA,6087,6087120301,C,6,2,425000,60,360,0,2,715000,1,93,45,1,25-34,No,1,2,5791,11.79,81400,129,1647,2423,50,Non-Hispanic White,Male,45,TRUE
549300GTU4DSS0S14C42,99999,MO,29029,29029950200,C,8,2,225000,95,360,0,2,245000,1,109,20%-<30%,1,25-34,No,1,1,6268,14.29,53100,118,1752,4629,28,Non-Hispanic White,Male,25,TRUE
549300DT53TVM4JSTM24,49620,PA,42133,42133021010,C,3,2,195000,90,360,0,2,215000,1,57,30%-<36%,3,<25,No,2,1,5130,13.06,74300,110,1550,1786,21,Non-Hispanic White,Female,33,TRUE
5493001VM8PTR1KD2A32,40220,VA,51775,51775010501,C,0,2,25000,27,180,0,2,85000,1,18,<20%,9,65-74,Yes,1,6,3679,19.3,65300,111,919,1142,37,Non-Hispanic White,Female,15,TRUE
549300FGXN1K3HLB1R50,99999,FL,12087,12087971402,C,1,2,385000,95,360,0,2,405000,1,84,49,2,25-34,No,1,1,1609,19.27,52100,153,430,962,32,Non-Hispanic White,Male,49,TRUE
SS1TRMSN6BRNMOREEV51,35614,NJ,34025,34025804200,C,3,2,205000,74.08,360,0,2,385000,1,381,30%-<36%,9,65-74,Yes,2,2,5937,5.32,78000,202,1956,2177,57,Non-Hispanic White,Male,33,TRUE
549300AENO88GEUWCZ39,33460,MN,27053,27053027002,C,9,2,335000,90,360,0,2,375000,1,144,30%-<36%,2,25-34,No,1,2,5522,6.5,93600,117,1747,1956,39,Non-Hispanic White,Male,33,TRUE
549300CEHN5CVC6INV48,99999,OH,39009,39009972600,C,3,2,55000,84,360,0,2,65000,1,49,30%-<36%,1,25-34,No,1,2,4411,4.81,61400,72,1049,1932,65,Non-Hispanic White,Female,33,TRUE
SS1TRMSN6BRNMOREEV51,34940,FL,12021,12021011202,C,0,2,235000,59.49,360,0,2,385000,1,71,46,9,35-44,No,2,2,22884,36.16,75000,120,4649,7302,12,Non-Hispanic White,Male,46,TRUE
549300DT53TVM4JSTM24,15980,FL,12071,12071010303,C,3,2,115000,67.879,180,0,2,285000,1,45,30%-<36%,3,45-54,No,1,1,5938,20.16,63700,120,1590,2594,28,Non-Hispanic Black,Male,33,TRUE
ZF85QS7OXKPBG52R7N18,33460,MN,27123,27123040801,C,1,2,165000,80,360,0,2,215000,1,40,41,2,<25,No,1,1,3232,14.73,93600,123,1119,1226,36,Non-Hispanic White,Male,41,TRUE
549300GUS13Z72B6KD63,26900,IN,18063,18063210102,C,6,2,155000,90.02,360,0,2,175000,1,76,38,7,35-44,No,1,1,17875,15.09,75100,143,5269,5816,12,Non-Hispanic White,Male,38,TRUE
549300Y2RRY6W02UBL58,12580,MD,24003,24003730401,C,6,2,245000,97,360,0,2,255000,1,48,44,3,65-74,Yes,1,2,5088,35.16,94900,84,1349,1606,45,Non-Hispanic White,Female,44,TRUE
549300QVQQMJ9IWR0G78,42340,GA,13051,13051010803,C,0,2,145000,90,360,0,2,175000,1,98,42,1,25-34,No,1,1,11215,34.66,65200,101,3016,4055,17,Non-Hispanic White,Female,42,TRUE
5493000BR75YQF0VQC27,27260,FL,12109,12109021406,C,0,2,145000,80,360,0,2,165000,1,79,41,3,65-74,Yes,3,1,5026,12.1,69900,125,1528,1934,17,Non-Hispanic White,Female,41,FALSE
6BYL5QZYBDK8S7L73M02,34980,TN,47187,47187050908,C,3,2,375000,80,180,0,2,465000,1,226,36,1,35-44,No,1,2,3716,5.38,73200,177,1117,1189,24,Non-Hispanic White,Female,36,TRUE
E57ODZWZ7FF32TWEFA76,16974,IL,17031,17031800500,NC,0,1,1345000,89.99,360,0,2,1505000,1,382,50%-60%,9,25-34,No,1,6,5301,9.64,82400,319,1519,1565,63,Non-Hispanic White,Male,55,TRUE
54930001NSTOD85LT125,19740,CO,8035,8035014603,C,1,2,295000,80,360,0,2,375000,1,99,20%-<30%,1,25-34,No,1,1,7048,11.34,89900,117,1904,2303,21,Non-Hispanic White,Male,25,TRUE
6BYL5QZYBDK8S7L73M02,39900,NV,32031,32031003309,NC,0,2,925000,90,360,0,2,1035000,1,194,39,3,25-34,No,1,6,2558,7.97,73500,179,883,2328,29,Non-Hispanic White,Male,39,TRUE
549300FGXN1K3HLB1R50,41620,UT,49035,49035113520,C,0,2,255000,95,360,0,2,275000,1,83,40,3,25-34,No,3,1,4156,41.1,79700,79,838,1087,36,Non-Hispanic White,Female,40,FALSE
54930034MNPILHP25H80,36420,OK,40109,40109108317,C,3,2,255000,95,360,0,2,265000,1,82,20%-<30%,9,25-34,No,1,1,3803,26.19,69300,110,911,1327,25,Non-Hispanic White,Male,25,TRUE
54930001NSTOD85LT125,14454,MA,25023,25023504102,C,71,2,455000,78.8,360,0,2,575000,1,120,44,3,25-34,No,1,1,5168,1.39,99300,142,1664,1776,46,Non-Hispanic White,Male,44,TRUE
549300YHEI1EIYO6OO67,42540,PA,42079,42079211201,C,9,2,105000,90,360,0,2,125000,1,57,20%-<30%,3,25-34,No,1,1,2793,6.66,66700,150,925,1184,52,Non-Hispanic White,Male,25,TRUE
549300ZQKLX5VHD8E865,41180,MO,29189,29189221625,C,8,2,225000,95,360,0,2,235000,1,77,30%-<36%,3,35-44,No,1,1,7021,10.04,76600,160,2143,2432,25,Non-Hispanic White,Male,33,TRUE
254900TTZ395IC926125,16974,IL,17031,17031824105,C,3,2,245000,80,360,0,2,315000,1,72,41,8,25-34,No,1,2,6481,11.54,82400,140,2343,2197,34,Non-Hispanic White,Male,41,TRUE
COINQMNIM6RBU631DD85,36420,OK,40109,40109108511,C,3,2,265000,80,360,0,2,335000,1,126,20%-<30%,3,25-34,No,1,1,7816,21.87,69300,165,2031,2575,11,Non-Hispanic White,Male,25,TRUE
ZF85QS7OXKPBG52R7N18,39540,WI,55101,55101001702,C,1,2,115000,97,360,0,2,115000,1,36,44,1,25-34,No,1,1,6844,26.34,78300,105,1408,1653,41,Non-Hispanic White,Female,44,TRUE
549300F8C5JA44WNMI75,23540,FL,12001,12001001811,C,71,2,185000,87.805,360,0,2,205000,1,62,30%-<36%,3,25-34,No,1,1,6845,29.23,71300,154,1313,1884,22,Non-Hispanic White,Male,33,TRUE
254900TTZ395IC926125,39300,RI,44007,44007013800,C,1,2,125000,97,360,0,2,125000,1,42,30%-<36%,8,25-34,No,1,1,4740,18.67,80600,100,1437,1850,63,Non-Hispanic White,Female,33,TRUE
549300DD4R4SYK5RAQ92,16740,NC,37097,37097061201,C,1,2,165000,80,360,0,2,205000,1,71,20%-<30%,2,25-34,No,1,1,3522,14.11,71300,86,1015,1491,21,Non-Hispanic White,Female,25,TRUE
549300FGXN1K3HLB1R50,41740,CA,6073,6073020902,C,3,2,405000,95,360,0,2,425000,1,95,48,1,35-44,No,1,1,2190,14.7,81800,134,633,1163,43,Non-Hispanic White,Male,48,TRUE
549300JYXTZDSPJEPI44,46540,NY,36065,36065025200,C,3,2,225000,95,360,0,2,245000,1,124,44,2,45-54,No,1,1,4349,4.51,65000,116,1611,2021,39,Non-Hispanic White,Male,44,TRUE
549300FGXN1K3HLB1R50,35614,NJ,34023,34023002703,C,0,2,385000,90,360,0,2,435000,1,114,36,1,45-54,No,3,1,5830,51.36,78000,114,1446,1777,57,Non-Hispanic White,Male,36,FALSE
549300SHE1JTCOWBP090,39580,NC,37183,37183054105,C,0,2,135000,100,360,60,2,135000,1,34,42,3,25-34,No,1,6,12606,53.19,84300,95,3718,4920,18,Non-Hispanic White,Male,42,FALSE
549300SHE1JTCOWBP090,39580,NC,37183,37183053009,C,0,2,375000,100,360,60,2,375000,1,114,48,3,45-54,No,1,6,8074,47.34,84300,88,2002,2694,18,Non-Hispanic White,Female,48,TRUE
549300DD4R4SYK5RAQ92,39300,RI,44007,44007003400,C,1,2,365000,90,360,0,2,405000,1,114,30%-<36%,2,25-34,No,1,1,5046,8.48,80600,208,1476,1788,76,Non-Hispanic White,Male,33,TRUE
549300T7AIY7RU1YDP31,29940,KS,20045,20045001203,C,5,2,275000,90,360,0,2,305000,1,111,20%-<30%,2,25-34,No,1,1,6697,7.94,87400,127,1814,2311,25,Non-Hispanic White,Male,25,TRUE
SS1TRMSN6BRNMOREEV51,26820,ID,16019,16019970501,C,3,2,315000,95,360,0,2,335000,1,315,40,3,35-44,No,2,1,7951,15.34,62100,116,1945,2369,13,Non-Hispanic White,Male,40,TRUE
549300KOAKQX3BEWWT56,26420,TX,48201,48201553403,C,6,2,235000,77.339,360,0,2,305000,1,158,20%-<30%,1,35-44,No,1,1,6475,44.03,75600,138,1968,2150,11,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,45104,WA,53053,53053073113,C,0,2,145000,64.75,360,0,2,225000,1,27,50%-60%,1,55-64,No,3,2,6875,23.21,74600,106,1587,2255,15,Non-Hispanic White,Female,55,FALSE
549300LDVDAIKBVCY905,15804,NJ,34007,34007607504,C,0,2,315000,90,360,0,2,355000,1,132,36,2,25-34,No,1,1,3459,19.63,92400,198,1067,1112,29,Non-Hispanic White,Male,36,TRUE
549300W5A6PQ1VJG3497,28140,MO,29165,29165030001,C,1,2,215000,95,360,0,2,235000,1,72,40,9,25-34,No,1,1,7982,29.7,79900,105,2028,2391,35,Non-Hispanic White,Male,40,TRUE
549300SHE1JTCOWBP090,24780,NC,37147,37147001800,C,0,2,145000,100,360,60,2,145000,1,152,20%-<30%,3,55-64,No,1,6,6080,45.72,61400,87,1228,2633,41,Non-Hispanic White,Female,25,TRUE
549300DD4R4SYK5RAQ92,17140,OH,39017,39017011200,C,0,2,345000,95,360,0,2,365000,1,100,37,3,35-44,No,3,1,7822,12.41,77000,116,1956,2711,24,Non-Hispanic Black,Male,37,FALSE
549300HW662MN1WU8550,22744,FL,12011,12011110311,C,1,2,145000,94.81,360,0,2,155000,1,53,46,2,25-34,No,1,1,7333,70.23,65700,96,1835,2201,34,Non-Hispanic Black,Female,46,TRUE
UBNR8NKAK8J9JL4NZF88,18140,OH,39041,39041010420,C,9,2,185000,80,360,0,2,225000,1,60,30%-<36%,9,25-34,No,1,2,2767,9.61,76000,101,692,952,33,Non-Hispanic White,Male,33,TRUE
549300DT53TVM4JSTM24,17300,TN,47125,47125101802,C,3,2,325000,92.857,360,0,2,355000,1,84,44,1,25-34,No,1,1,9875,12.99,55400,144,3097,3859,27,Non-Hispanic White,Male,44,TRUE
549300FGXN1K3HLB1R50,33874,PA,42091,42091207101,C,3,1,125000,44.96,360,0,2,275000,1,45,49,1,55-64,No,1,2,6121,7.56,107900,103,1433,1919,30,Non-Hispanic White,Female,49,TRUE
549300748YYU6VG08N83,39140,AZ,4025,4025002003,C,6,2,175000,90,360,0,2,195000,1,81,20%-<30%,3,25-34,No,1,1,5004,28.74,61000,84,1208,1906,27,Non-Hispanic White,Male,25,TRUE
549300TWHZRVTZ8RYT46,29020,IN,18067,18067010200,C,9,2,235000,90,360,0,2,265000,1,120,30%-<36%,2,45-54,No,1,2,6047,4.2,64100,104,1956,2409,45,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,49660,OH,39155,39155931000,C,1,2,135000,95,360,0,2,145000,1,97,20%-<30%,2,45-54,No,1,1,5821,5.51,61000,110,2236,2621,41,Non-Hispanic White,Male,25,TRUE
6BYL5QZYBDK8S7L73M02,19380,OH,39113,39113050101,C,1,2,155000,100,360,0,2,155000,1,65,43,1,45-54,No,1,1,3935,20,65700,85,1167,1421,42,Non-Hispanic White,Female,43,TRUE
549300W3DDDU92VW3661,30460,KY,21209,21209040204,C,6,2,135000,53.143,360,0,2,255000,1,55,44,9,65-74,Yes,1,2,3724,14.29,70100,93,942,1496,39,Non-Hispanic White,Male,44,TRUE
ZF85QS7OXKPBG52R7N18,33340,WI,55133,55133201800,C,1,1,185000,65.965,360,0,2,285000,1,33,49,7,45-54,No,1,1,1538,2.8,77300,128,521,538,48,Non-Hispanic White,Male,49,TRUE
549300DZCP6EQ7DCSD79,10180,TX,48441,48441011400,C,71,2,75000,95,360,0,2,85000,1,65,30%-<36%,1,55-64,No,1,1,4516,27.95,63900,124,1145,2017,59,Non-Hispanic White,Male,33,TRUE
549300HW662MN1WU8550,31860,MN,27013,27013171600,C,1,2,205000,83.33,360,0,2,245000,1,55,30%-<36%,3,35-44,No,1,1,4160,11.66,75000,117,774,1073,14,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,99999,OR,41045,41045970200,C,3,1,165000,57.14,360,0,2,285000,1,67,20%-<30%,3,55-64,Yes,1,1,4541,42.85,54700,118,1235,1650,35,Non-Hispanic White,Male,25,TRUE
6BYL5QZYBDK8S7L73M02,45300,FL,12101,12101032111,NC,0,2,615000,90,360,0,2,685000,1,259,41,3,35-44,No,2,2,3144,46.15,63900,145,714,1139,11,Non-Hispanic Black,Male,41,TRUE
549300V2YLC1I721HE07,99999,VA,51163,51163930100,C,6,2,135000,80,360,0,2,175000,1,33,36,7,65-74,Yes,1,1,7947,6.2,55900,101,2123,3153,34,Non-Hispanic White,Male,36,TRUE
549300YB1H2FRI6JPM51,99999,MI,26005,26005032200,C,0,2,155000,64.62,360,0,2,235000,1,38,50%-60%,1,65-74,Yes,1,2,5037,20.01,58700,114,1424,1815,40,Non-Hispanic White,Female,55,FALSE
549300HW662MN1WU8550,25180,WV,54003,54003971600,C,1,2,165000,85,360,0,2,225000,1,37,48,2,45-54,No,1,1,4368,16.85,70200,64,921,1905,50,Non-Hispanic White,Male,48,TRUE
5493002X3JFT5TQ6OK64,40900,CA,6067,6067008111,C,3,2,155000,49.7792,360,0,2,315000,1,33,49,2,65-74,Yes,1,1,6427,24.13,80400,79,1630,2359,43,Non-Hispanic White,Male,49,TRUE
COINQMNIM6RBU631DD85,99999,OK,40119,40119011101,C,3,2,105000,95,360,0,2,115000,1,80,41,2,55-64,No,1,1,5213,11.68,54500,111,1467,2409,27,Non-Hispanic White,Male,41,TRUE
54930043BMDE130FJ617,41620,UT,49035,49035110401,C,1,2,375000,60,360,0,2,625000,1,90,40,1,45-54,No,1,1,3574,15.61,79700,133,734,921,44,Non-Hispanic White,Female,40,TRUE
549300XOTES5TCS8T794,41180,IL,17119,17119403122,C,0,2,335000,61.111,360,60,2,545000,1,68,>60%,1,65-74,Yes,1,6,5629,22.63,76600,129,1268,2032,18,Non-Hispanic White,Male,65,FALSE
549300MY7KEVWMI4DF64,41180,MO,29219,29219820202,C,6,1,185000,80,360,0,2,235000,1,42,41,2,25-34,No,1,1,7383,1.83,76600,95,2319,3349,27,Non-Hispanic White,Male,41,TRUE
2549005NXWO8Z32S2G19,15804,NJ,34007,34007603503,C,1,1,305000,98.19,360,0,2,305000,1,139,50%-60%,7,45-54,No,2,1,4490,14.94,92400,164,1537,1606,42,Non-Hispanic Black,Male,55,TRUE
549300JYXTZDSPJEPI44,16974,IL,17043,17043841316,C,3,2,255000,80,360,0,2,325000,1,65,40,1,35-44,No,2,2,3418,17.03,82400,153,1098,1241,36,Non-Hispanic White,Female,40,TRUE
549300PXL1KA5TOL2O82,19380,OH,39057,39057210603,C,0,2,325000,92.18,360,0,2,355000,1,158,20%-<30%,2,35-44,No,1,1,6421,13.16,65700,216,1889,2155,15,Non-Hispanic White,Male,25,TRUE
549300CY7WNAHKHYSJ73,14500,CO,8013,8013013005,C,3,2,175000,32,360,0,2,565000,1,67,36,1,65-74,Yes,1,2,3533,13.78,108600,97,928,1286,42,Non-Hispanic White,Female,36,TRUE
549300HD6DNX0QP0Z775,12580,MD,24003,24003706402,C,3,2,315000,80,360,0,2,395000,1,117,30%-<36%,9,25-34,No,1,2,2917,46.97,94900,77,752,959,42,Non-Hispanic White,Male,33,TRUE
549300DD4R4SYK5RAQ92,12260,GA,13073,13073030304,C,1,2,325000,80,180,0,2,415000,1,146,41,2,45-54,No,1,1,7193,24.38,62300,199,1963,2566,11,Non-Hispanic White,Female,41,TRUE
5493008OE5JXNTGWD962,25620,MS,28073,28073020201,C,0,2,205000,95,360,60,2,215000,1,120,20%-<30%,1,25-34,No,1,6,6767,17.88,58200,125,1642,2588,18,Non-Hispanic White,Male,25,TRUE
54930043BMDE130FJ617,16700,SC,45019,45019004608,C,3,2,455000,90,360,0,2,515000,1,306,30%-<36%,3,35-44,No,1,1,22552,11.43,74500,173,6826,7355,12,Non-Hispanic White,Male,33,TRUE
SS1TRMSN6BRNMOREEV51,31140,KY,21111,21111011603,C,6,2,375000,80,360,0,2,475000,1,109,49,3,55-64,No,1,2,4570,4.9,70400,130,1595,1727,18,Non-Hispanic White,Male,49,TRUE
549300HW662MN1WU8550,47664,MI,26099,26099231700,C,3,2,195000,79.95,360,0,2,245000,1,39,50%-60%,9,25-34,No,2,2,6608,26.45,83200,81,1585,1931,37,Non-Hispanic White,Male,55,TRUE
549300ZUZB0H1M5M3I66,38060,AZ,4013,4013816900,C,0,2,265000,54.21,360,0,2,475000,1,116,30%-<36%,2,45-54,No,1,6,4453,21.56,69100,113,1054,1409,9,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,48424,FL,12099,12099005923,C,3,2,275000,95,360,0,2,285000,1,86,47,2,25-34,No,1,2,3416,17.36,74300,104,1695,2110,0,Non-Hispanic White,Male,47,TRUE
549300YB1H2FRI6JPM51,34740,MI,26121,26121002500,C,1,2,155000,97,360,0,2,155000,1,76,40,3,<25,No,1,1,7400,5.97,59300,158,2794,3199,42,Non-Hispanic Black,Male,40,TRUE
549300DD4R4SYK5RAQ92,31340,VA,51019,51019030501,C,1,2,185000,60,360,0,2,305000,1,96,<20%,1,55-64,No,1,1,5013,13.86,63600,94,1520,2006,24,Non-Hispanic White,Female,15,TRUE
5493004RLLKTQS8K7U51,19124,TX,48085,48085030203,C,0,2,195000,97,360,0,2,205000,1,61,41,1,25-34,No,1,1,16697,31.58,77200,106,4308,5325,11,Non-Hispanic White,Male,41,TRUE
549300DPWFIO1S3DF358,10420,OH,39153,39153532302,C,1,2,115000,94.997,360,0,2,115000,1,53,30%-<36%,3,45-54,No,1,1,5568,5.69,73200,184,1770,1987,35,Non-Hispanic White,Female,33,TRUE
549300GRGZDEH4ZGQS06,33460,MN,27053,27053021200,C,6,2,245000,97,360,0,2,245000,1,53,44,3,25-34,No,1,1,4675,19.51,93600,97,1486,1737,63,Non-Hispanic White,Male,44,TRUE
SS1TRMSN6BRNMOREEV51,21660,OR,41039,41039000902,C,1,2,285000,97,360,0,2,295000,1,65,44,2,35-44,No,1,1,4492,8.33,64100,103,1555,1898,41,Non-Hispanic White,Male,44,TRUE
549300DT53TVM4JSTM24,22744,FL,12011,12011010504,C,3,2,355000,61.947,360,0,2,565000,1,200,20%-<30%,1,25-34,No,2,1,6134,33.09,65700,199,1439,1717,21,Non-Hispanic White,Female,25,TRUE
5493005NU5BA00C1N451,29620,MI,26065,26065006002,C,6,2,155000,97,360,0,2,155000,1,66,20%-<30%,1,25-34,No,1,1,3749,4.75,73900,86,1113,1400,43,Non-Hispanic White,Male,25,TRUE
54930074H8866HTIWU69,28940,TN,47093,47093004613,C,0,2,145000,80,180,0,2,175000,1,43,30%-<36%,2,25-34,No,1,1,5524,10.52,64100,108,1264,1963,30,Non-Hispanic White,Female,33,TRUE
5493000KQ2PZ8G6VNI80,41620,UT,49035,49035112301,C,1,2,535000,95,360,0,2,565000,1,145,38,2,35-44,No,1,1,4248,24.25,79700,69,879,1066,40,Non-Hispanic White,Male,38,TRUE
E57ODZWZ7FF32TWEFA76,35614,NY,36047,36047117202,C,0,1,665000,80,360,0,2,835000,2,467,20%-<30%,2,35-44,No,1,1,3121,96.19,78000,82,305,1151,76,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,99999,AK,2230,2230000100,C,3,2,285000,80,360,0,2,365000,2,80,44,3,25-34,No,1,2,999,24.72,81200,106,223,585,38,Non-Hispanic White,Male,44,TRUE
549300FGXN1K3HLB1R50,41740,CA,6073,6073017110,C,1,2,635000,95,360,0,2,675000,1,127,42,3,25-34,No,1,1,11245,25.41,81800,205,2679,3272,14,Non-Hispanic White,Male,42,TRUE
549300KIOYNU323LVJ37,42644,WA,53033,53033032401,C,5,2,665000,85,360,0,2,785000,1,128,49,2,35-44,No,1,1,5733,7.33,103400,121,1690,2217,24,Non-Hispanic White,Male,49,TRUE
5493001R92DY5DI1DI85,17140,OH,39165,39165032201,C,3,2,395000,80,360,0,2,485000,1,185,37,7,45-54,No,2,2,20033,3.55,77000,142,6004,6742,12,Non-Hispanic White,Male,37,TRUE
549300CY7WNAHKHYSJ73,42644,WA,53033,53033022605,NC,71,2,925000,80,360,0,2,1155000,1,165,40,2,25-34,No,2,1,6162,48.47,103400,95,883,1175,25,Non-Hispanic White,Male,40,TRUE
549300P6ZERWX5BPWX45,22540,WI,55039,55039041400,C,0,2,215000,97,360,84,2,225000,1,154,36,3,35-44,No,1,6,5765,3.97,75600,113,2039,2417,44,Non-Hispanic White,Male,36,TRUE
549300FK3AFCFVAPH234,14860,CT,9001,9001021802,C,6,2,295000,90,360,0,2,335000,1,175,20%-<30%,2,25-34,No,1,1,5141,61.29,111200,62,1180,1467,56,Non-Hispanic White,Male,25,TRUE
549300UXY7OP0IC38293,36740,FL,12069,12069030207,C,9,2,175000,79.45,360,0,2,235000,1,101,36,7,45-54,No,1,2,4895,9.52,62900,100,1751,2622,25,Non-Hispanic White,Male,36,TRUE
549300AENO88GEUWCZ39,33460,MN,27053,27053026404,C,9,2,455000,88.824,360,0,2,515000,1,128,50%-60%,2,45-54,No,1,3,5058,6.21,93600,158,1649,1874,33,Non-Hispanic White,Male,55,TRUE
6BYL5QZYBDK8S7L73M02,39300,MA,25005,25005631600,C,3,2,275000,97,360,0,2,285000,1,65,43,2,25-34,No,1,2,4283,37.54,80600,70,656,1432,76,Non-Hispanic White,Female,43,TRUE
549300GUS13Z72B6KD63,31140,IN,18019,18019050703,C,6,2,285000,69.992,360,0,2,395000,1,88,30%-<36%,7,45-54,No,1,1,6155,6.48,70400,100,1580,2045,27,Non-Hispanic White,Male,33,TRUE
SS1TRMSN6BRNMOREEV51,29620,MI,26045,26045020303,C,3,2,195000,95,360,0,2,205000,1,98,38,9,45-54,No,1,2,3255,18.19,73900,82,976,1243,30,Non-Hispanic White,Male,38,TRUE
549300GKFNPRWNS0GF29,41740,CA,6073,6073019207,C,3,2,455000,62,360,0,2,725000,1,180,<20%,3,45-54,No,2,3,9496,59.01,81800,67,1448,2273,36,Non-Hispanic White,Male,15,TRUE
549300HW662MN1WU8550,31084,CA,6037,6037302002,C,3,2,235000,60,360,0,2,385000,1,100,20%-<30%,2,35-44,No,1,1,3968,33.54,69300,71,412,133,43,Non-Hispanic White,Male,25,TRUE
549300JKR164SLNO6Y85,12420,TX,48491,48491020708,C,0,2,175000,70,360,0,2,255000,1,48,43,3,25-34,No,1,1,7558,43.5,86000,140,2010,2417,12,Non-Hispanic White,Female,43,TRUE
549300DD4R4SYK5RAQ92,38060,AZ,4013,4013216809,C,1,2,245000,95,360,0,2,255000,1,59,42,2,<25,No,1,1,5168,16.29,69100,241,1725,2280,19,Non-Hispanic White,Female,42,TRUE
549300GKFNPRWNS0GF29,19740,CO,8059,8059011806,C,3,1,315000,85,360,0,2,365000,1,64,36,3,25-34,No,1,1,4683,42.54,89900,58,1348,1598,45,Non-Hispanic White,Male,36,TRUE
549300FNXYY540N23N64,16974,IL,17111,17111871104,C,9,2,105000,69.329,360,60,2,155000,1,47,30%-<36%,2,45-54,No,1,1,17496,25.33,82400,139,4740,5552,14,Non-Hispanic White,Female,33,TRUE
549300YB1H2FRI6JPM51,34740,MI,26121,26121003200,C,3,2,55000,90,360,0,2,65000,1,30,46,2,45-54,No,1,1,5463,10.29,59300,77,1718,1944,41,Non-Hispanic White,Male,46,TRUE
549300HW662MN1WU8550,34940,FL,12021,12021011202,C,3,2,225000,97,360,0,2,235000,1,75,36,3,25-34,No,1,2,22884,36.16,75000,120,4649,7302,12,Non-Hispanic White,Male,36,TRUE
549300FNXYY540N23N64,39900,NV,32031,32031003108,C,1,2,405000,80,360,0,2,515000,1,80,41,3,25-34,No,1,1,3338,29.6,73500,120,781,1080,31,Non-Hispanic White,Male,41,TRUE
5493005GZIGUJVNL3U40,35300,CT,9009,9009154200,C,71,2,65000,80,360,0,2,85000,1,34,46,2,25-34,No,2,1,7075,74.29,86200,58,909,1153,42,Non-Hispanic White,Male,46,TRUE
SS1TRMSN6BRNMOREEV51,22420,MI,26049,26049012603,C,1,2,85000,80,360,0,2,115000,1,48,<20%,9,<25,No,1,1,2693,5.24,57900,116,899,1188,44,Non-Hispanic White,Male,15,TRUE
549300HW662MN1WU8550,99999,KY,21005,21005950202,C,1,2,85000,57.61,360,0,2,145000,1,17,47,1,65-74,Yes,1,1,3633,5.09,49400,158,1115,1475,24,Non-Hispanic White,Female,47,TRUE
549300VZVN841I2ILS84,15764,MA,25009,25009260301,C,71,1,295000,97,360,0,2,305000,1,109,30%-<36%,1,25-34,No,1,6,4403,4.95,110300,87,1277,1674,76,Non-Hispanic White,Male,33,TRUE
5493002T0LSBGS6UOG37,16974,IL,17031,17031640100,C,6,2,175000,101.32,360,0,2,185000,1,45,41,2,25-34,No,1,1,1342,71.16,82400,59,229,456,58,Non-Hispanic Black,Male,41,TRUE
5493008GYZEYGLI3NQ97,42644,WA,53033,53033006700,NC,8,2,1365000,80,360,84,2,1715000,1,336,40,1,35-44,No,1,6,7600,31.45,103400,120,1304,1026,36,Non-Hispanic White,Male,40,TRUE
549300NB3SBC1KHAWB92,99999,MO,29073,29073960400,C,9,2,105000,95,360,0,2,115000,1,70,30%-<36%,9,<25,No,2,6,3033,1.68,53100,96,801,1459,43,Non-Hispanic White,Female,33,TRUE
